state_code,precinct,n_elections,years_available,pri_mean,pri_sd,pan_mean,pan_sd,prd_mean,prd_sd,turnout_mean,turnout_sd,margin_mean,margin_sd,max_registered,n_distinct_incumbents,state,mun,mun_code,year_pre2015,incumbent_party_pre2015,runnerup_party_pre2015,incumbent_party_vote_pre2015,runnerup_party_vote_pre2015,share_incumbent_party_valid_vote_pre2015,share_runnerup_party_valid_vote_pre2015,mun_winning_margin_pre2015,PRI_vote_pre2015,share_PRI_valid_vote_pre2015,PAN_vote_pre2015,share_PAN_valid_vote_pre2015,PRD_vote_pre2015,share_PRD_valid_vote_pre2015,MORENA_vote_pre2015,share_MORENA_valid_vote_pre2015,valid_pre2015,total_pre2015,registered_voters_pre2015,turnout_pre2015,year_post2015,share_PRI_valid_vote_post2015,share_PAN_valid_vote_post2015,share_PRD_valid_vote_post2015,turnout_post2015
11.0,366.0,4,2009;2012;2015;2018,0.274823765296653,0.1694392988312332,0.409305733666165,0.076070238251475,0.036173119834434,0.0396659878370202,0.5209903395938863,0.0945294776086909,0.177840362175,0.1905078418959516,3712.0,1,GUANAJUATO,CELAYA,11007.0,2015.0,PAN,PRI_PVEM,579.0,509.0,0.3952218430034129,0.3474402730375426,0.0925658752,509.0,0.3474402730375426,579.0,0.3952218430034129,31.0,0.0211604095563139,124.0,0.0846416382252559,1465.0,1506.0,3579.0,0.4207879295892707,2018.0,0.0811789038262668,0.3412616339193381,0.0062047569803516,0.574037089871612
11.0,412.0,4,2009;2012;2015;2018,0.2196639930464907,0.1330104088099949,0.4291223790908139,0.109903408245364,0.0449459248329547,0.0468141846093721,0.572507687742251,0.1029452836963637,0.177840362175,0.1905078418959516,9094.0,1,GUANAJUATO,CELAYA,11007.0,2015.0,PAN,PRI_PVEM,1865.0,891.0,0.4774705581157194,0.228110599078341,0.0925658752,891.0,0.228110599078341,1865.0,0.4774705581157194,106.0,0.0271377368151561,425.0,0.1088069636456733,3906.0,4069.0,8374.0,0.4859087652256986,2018.0,0.0826315789473684,0.3033333333333333,0.0096491228070175,0.6407521442709478
11.0,670.0,4,2009;2012;2015;2018,0.2287947906238727,0.1404270909628923,0.3352479035735737,0.1030586893028378,0.2761690038601798,0.1158028142623508,0.570991370382622,0.0465808411362074,0.185589413075,0.1864077768396557,1344.0,3,GUANAJUATO,CORTAZAR,11011.0,2015.0,PRI,PAN,116.0,133.0,0.1886178861788618,0.216260162601626,0.0427707676,116.0,0.1886178861788618,133.0,0.216260162601626,212.0,0.3447154471544715,30.0,0.048780487804878,615.0,637.0,1175.0,0.5421276595744681,2018.0,0.1128349788434414,0.3963328631875881,0.3413258110014104,0.6148705096073517
11.0,672.0,4,2009;2012;2015;2018,0.237884019904625,0.1826504286925379,0.4038643801121384,0.1251073680610307,0.1974108735641006,0.0950326218595066,0.61116935361064,0.0480387968228761,0.185589413075,0.1864077768396557,1152.0,3,GUANAJUATO,CORTAZAR,11011.0,2015.0,PRI,PAN,123.0,162.0,0.2081218274111675,0.2741116751269035,0.0427707676,123.0,0.2081218274111675,162.0,0.2741116751269035,130.0,0.2199661590524534,19.0,0.0321489001692047,591.0,604.0,1032.0,0.5852713178294574,2018.0,0.0719424460431654,0.5237410071942447,0.279136690647482,0.650137741046832
11.0,736.0,4,2009;2012;2015;2018,0.1274428021725078,0.0388240831013594,0.440753435085833,0.1761014589816879,0.2865475105774265,0.2632044035304462,0.5327826077693201,0.06508793532095,0.1418120363,0.1187450379930388,2051.0,3,GUANAJUATO,CUERÃMARO,11012.0,2015.0,PRD,PAN,271.0,644.0,0.2566287878787879,0.6098484848484849,0.1205247767,89.0,0.084280303030303,644.0,0.6098484848484849,271.0,0.2566287878787879,1.0,0.000946969696969697,1056.0,1079.0,1981.0,0.5446744068652196,2018.0,0.1385331781140861,0.4540162980209546,0.039580908032596,0.4436860068259385
11.0,739.0,4,2009;2012;2015;2018,0.0696424938640893,0.0409083758498305,0.5282858090026795,0.0953041227374229,0.2339847676201404,0.1486367711357383,0.5457896019341547,0.0481780810455614,0.1418120363,0.1187450379930388,1484.0,3,GUANAJUATO,CUERÃMARO,11012.0,2015.0,PRD,PAN,247.0,495.0,0.3158567774936061,0.6329923273657289,0.1205247767,25.0,0.0319693094629156,495.0,0.6329923273657289,247.0,0.3158567774936061,,,782.0,800.0,1417.0,0.5645730416372619,2018.0,0.0638002773925104,0.4466019417475728,0.0624133148404993,0.5235849056603774
11.0,957.0,4,2009;2012;2015;2018,0.3524021933048118,0.1136074605008593,0.4474264182453795,0.0758896585888544,0.0177799384066966,0.0176918137466411,0.4371862867354641,0.0797441419364775,0.111187727425,0.1547886733262202,1545.0,1,GUANAJUATO,IRAPUATO,11017.0,2015.0,PAN,PRI,233.0,202.0,0.483402489626556,0.4190871369294606,0.0392778752,202.0,0.4190871369294606,233.0,0.483402489626556,3.0,0.0062240663900414,22.0,0.0456431535269709,482.0,503.0,1476.0,0.3407859078590786,2018.0,0.2212257100149476,0.3602391629297459,0.0089686098654708,0.4608809993425378
11.0,959.0,4,2009;2012;2015;2018,0.3453590883918976,0.1682680183138005,0.4242307719359527,0.084739557352241,0.0216865694569653,0.0083714951462165,0.4756696370967784,0.0615359344005847,0.111187727425,0.1547886733262202,1216.0,1,GUANAJUATO,IRAPUATO,11017.0,2015.0,PAN,PRI,213.0,187.0,0.4765100671140939,0.4183445190156599,0.0392778752,187.0,0.4183445190156599,213.0,0.4765100671140939,12.0,0.0268456375838926,16.0,0.0357941834451901,447.0,465.0,1151.0,0.4039965247610773,2018.0,0.1529209621993127,0.3264604810996563,0.0120274914089347,0.4958881578947368
11.0,1277.0,4,2009;2012;2015;2018,0.3334728100849885,0.2241357454969016,0.5026183637796949,0.0789974020712757,0.0153176458491425,0.0030590724682427,0.4924074941759412,0.0938500912793079,0.226838718775,0.1505099569758117,4063.0,2,GUANAJUATO,LEÃN,11020.0,2015.0,PRI_PVEM,PAN_PANAL,450.0,,0.3313696612665684,,0.0989609588,450.0,0.3313696612665684,759.0,0.5589101620029455,17.0,0.0125184094256259,30.0,0.0220913107511045,1358.0,1406.0,3644.0,0.3858397365532382,2018.0,0.1103960396039604,0.5366336633663367,0.0148514851485148,0.516367216342604
11.0,1850.0,4,2009;2012;2015;2018,0.3039359691441043,0.2064665129226179,0.5404357311649105,0.0784626554655693,0.0127498213643319,0.0077160514848259,0.4903299630991888,0.0749436365349717,0.226838718775,0.1505099569758117,1212.0,2,GUANAJUATO,LEÃN,11020.0,2015.0,PRI_PVEM,PAN_PANAL,127.0,,0.2967289719626168,,0.0989609588,127.0,0.2967289719626168,262.0,0.6121495327102804,7.0,0.0163551401869158,5.0,0.0116822429906542,428.0,438.0,1032.0,0.4244186046511628,2018.0,0.1011673151750972,0.5525291828793775,0.0038910505836575,0.53
11.0,1894.0,4,2009;2012;2015;2018,0.403298719217938,0.0870908349367179,0.4231074133771583,0.0448754941833163,0.0482335824968801,0.0276510951286101,0.641189088896577,0.0476010852252973,0.13704469845,0.0784178280985072,979.0,2,GUANAJUATO,OCAMPO,11022.0,2015.0,PAN,PRI_PVEM,257.0,,0.4304857621440536,,0.0562894322,262.0,0.4388609715242881,257.0,0.4304857621440536,35.0,0.0586264656616415,,,597.0,615.0,944.0,0.6514830508474576,2018.0,0.304054054054054,0.375,0.0168918918918918,0.6318510858324715
